id,code,name_in_thai,name_in_english,province_id
552,5108,"เวียงหนองล่อง","Wiang Nong Long",40
553,5201,"เมืองลำปาง","Mueang Lampang",41
554,5202,"แม่เมาะ","Mae Mo",41
555,5203,"เกาะคา","Ko kha",41
556,5204,"เสริมงาม","Soem Ngam",41
557,5205,"งาว","Ngao",41
558,5206,"แจ้ห่ม","Chae Hom",41
559,5207,"วังเหนือ","Wang Nuea",41
560,5208,"เถิน","Thoen",41
561,5209,"แม่พริก","Mae Phrik",41
562,5210,"แม่ทะ","Mae Tha",41
563,5211,"สบปราบ","Sop Prap",41
564,5212,"ห้างฉัตร","Hang Chat",41
565,5213,"เมืองปาน","Mueang Pan",41
566,5301,"เมืองอุตรดิตถ์","Mueang Uttaradit",42
567,5302,"ตรอน","Tron",42
568,5303,"ท่าปลา","Tha Pla",42
569,5304,"น้ำปาด","Nam Pat",42
570,5305,"ฟากท่า","Fak Tha",42
571,5306,"บ้านโคก","Ban Khok",42
572,5307,"พิชัย","Phichai",42
573,5308,"ลับแล","Laplae",42
574,5309,"ทองแสนขัน","Thong Saen Khan",42
575,5401,"เมืองแพร่","Mueang Phrae",43
576,5402,"ร้องกวาง","Mueang Phrae",43
577,5403,"ลอง","Long",43
578,5404,"สูงเม่น","Sung Men",43
579,5405,"เด่นชัย","Den Chai",43
580,5406,"สอง","Song",43
581,5407,"วังชิ้น","Wang Chin",43
582,5408,"หนองม่วงไข่","Nong Muang Khai",43
583,5501,"เมืองน่าน","Mueang Nan",44
584,5502,"แม่จริม","Mae Charim",44
585,5503,"บ้านหลวง","Ban Luang",44
586,5504,"นาน้อย","Na Noi",44
587,5505,"ปัว","Pua",44
588,5506,"ท่าวังผา","Tha Wang Pha",44
589,5507,"เวียงสา","Wiang Sa",44
590,5508,"ทุ่งช้าง","Thung Chang",44
591,5509,"เชียงกลาง","Chiang Klang",44
592,5510,"นาหมื่น","Na Muen",44
593,5511,"สันติสุข","Santi Suk",44
594,5512,"บ่อเกลือ","Bo Kluea",44
595,5513,"สองแคว","Song Khwae",44
596,5514,"ภูเพียง","Phu Phiang",44
597,5515,"เฉลิมพระเกียรติ","Chaloem Phra Kiet",44
598,5601,"เมืองพะเยา","Mueang Phayao",45
599,5602,"จุน","Mueang Phayao",45
600,5603,"เชียงคำ","Mueang Phayao",45
601,5604,"เชียงม่วน","Mueang Phayao",45
602,5605,"ดอกคำใต้","Mueang Phayao",45
603,5606,"ปง","Mueang Phayao",45
604,5607,"แม่ใจ","Mueang Phayao",45
605,5608,"ภูซาง","Mueang Phayao",45
606,5609,"ภูกามยาว","Mueang Phayao",45
607,5701,"เมืองเชียงราย","Mueang Chiang Rai",46
608,5702,"เวียงชัย","Wiang Chai",46
609,5703,"เชียงของ","Chiang Khong",46
610,5704,"เทิง","Thoeng",46
611,5705,"พาน","Phan",46
612,5706,"ป่าแดด","Pa Daet",46
613,5707,"แม่จัน","Mae Chan",46
614,5708,"เชียงแสน","Chiang Saen",46
615,5709,"แม่สาย","Mae Sai",46
616,5710,"แม่สรวย","Mae Suai",46
617,5711,"เวียงป่าเป้า","Wiang Pa Pao",46
618,5712,"พญาเม็งราย","Phaya Mengrai",46
619,5713,"เวียงแก่น","Wiang Kaen",46
620,5714,"ขุนตาล","Khun Tan",46
621,5715,"แม่ฟ้าหลวง","Mae Fa Luang",46
622,5716,"แม่ลาว","Mae Lao",46
623,5717,"เวียงเชียงรุ้ง","Wiang Chiang Rung",46
624,5718,"ดอยหลวง","Doi Luang",46
625,5801,"เมืองแม่ฮ่องสอน","Mueang Mae Hong Son",47
626,5802,"ขุนยวม","Khun Yuam",47
627,5803,"ปาย","Pai",47
628,5804,"แม่สะเรียง","Mae Sariang",47
629,5805,"แม่ลาน้อย","Mae La Noi",47
630,5806,"สบเมย","Sop Moei",47
631,5807,"ปางมะผ้า","Pang Mapha",47
632,6001,"เมืองนครสวรรค์","Mueang Nakhon Sawan",48
633,6002,"โกรกพระ","Krok Phra",48
634,6003,"ชุมแสง","Chum Saeng",48
635,6004,"หนองบัว","Nong Bua",48
636,6005,"บรรพตพิสัย","Banphot Phisai",48
637,6006,"เก้าเลี้ยว","Kao Liao",48
638,6007,"ตาคลี","Takhli",48
639,6008,"ท่าตะโก","Tha Tako",48
640,6009,"ไพศาลี","Phaisali",48
641,6010,"พยุหะคีรี","Phayuha Hkiri",48
642,6011,"ลาดยาว","Lat Yao",48
643,6012,"ตากฟ้า","Tak Fa",48
644,6013,"แม่วงก์","Mae Wong",48
645,6014,"แม่เปิน","Mae Pern",48
646,6015,"ชุมตาบง","Chum Ta Bong",48
647,6101,"เมืองอุทัยธานี","Mueang Uthai Thani",49
648,6102,"ทัพทัน","Thap Than",49
649,6103,"สว่างอารมณ์","Sawang Arom",49
650,6104,"หนองฉาง","Nong Chang",49
651,6105,"หนองขาหย่าง","Nong Khayang",49
652,6106,"บ้านไร่","Ban Rai",49
653,6107,"ลานสัก","Lan Sak",49
654,6108,"ห้วยคต","Huai Khot",49
655,6201,"เมืองกำแพงเพชร","Mueang Kamphaeng Phet",50
656,6202,"ไทรงาม","Sai Ngam",50
657,6203,"คลองลาน","Khlong Lan",50
658,6204,"ขาณุวรลักษบุรี","Khanu Woralaksaburi",50
659,6205,"คลองขลุง","Khlong Khlung",50
660,6206,"พรานกระต่าย","Phran Kratai",50
661,6207,"ลานกระบือ","Lan Krabue",50
662,6208,"ทรายทองวัฒนา","Sai Thong Watthana",50
663,6209,"ปางศิลาทอง","Pang Sila Thong",50
664,6210,"บึงสามัคคี","Bueng Samakkhi",50
665,6211,"โกสัมพีนคร","Kosamphi Nakhon",50
666,6301,"เมืองตาก","Mueang Tak",51
667,6302,"บ้านตาก","Ban Tak",51
668,6303,"สามเงา","Sam Ngao",51
669,6304,"แม่ระมาด","Mae Ramat",51
670,6305,"ท่าสองยาง","Tha Song Yang",51
671,6306,"แม่สอด","Mae Sot",51
672,6307,"พบพระ","Phop Phra",51
673,6308,"อุ้มผาง","Um Phang",51
674,6309,"วังเจ้า","Wang Chao",51
675,6401,"เมืองสุโขทัย","Mueang Sukhothai",52
676,6402,"บ้านด่านลานหอย","Ban Dan Lan Hoi",52
677,6403,"คีรีมาศ","Khiri Mat",52
678,6404,"กงไกรลาศ","Kong Krailat",52
679,6405,"ศรีสัชนาลัย","Si Satchanalai",52
680,6406,"ศรีสำโรง","Si Samrong",52
681,6407,"สวรรคโลก","Sawankhalok",52
682,6408,"ศรีนคร","Si Nakhon",52
683,6409,"ทุ่งเสลี่ยม","Thung Saliam",52
684,6501,"เมืองพิษณุโลก","Mueang Phitsanulok",53
685,6502,"นครไทย","Nakhon Thai",53
686,6503,"ชาติตระการ","Chat Trakan",53
687,6504,"บางระกำ","Bang Rakam",53
688,6505,"บางกระทุ่ม","Bang Krathum",53
689,6506,"พรหมพิราม","Phrom Phiram",53
690,6507,"วัดโบสถ์","Wat Bot",53
691,6508,"วังทอง","Wang Thong",53
692,6509,"เนินมะปราง","Noen Maprang",53
693,6601,"เมืองพิจิตร","Mueang Phichit",54
694,6602,"วังทรายพูน","Wang Sai Phun",54
695,6603,"โพธิ์ประทับช้าง","Pho Prathap Chang",54
696,6604,"ตะพานหิน","Taphan Hin",54
697,6605,"บางมูลนาก","Bang Mun Nak",54
698,6606,"โพทะเล","Pho Thale",54
699,6607,"สามง่าม","Sam Ngam",54
700,6608,"ทับคล้อ","Tap Khlo",54
701,6609,"สากเหล็ก","Sak Lek",54
702,6610,"บึงนาราง","Bueng Na Rang",54
703,6611,"ดงเจริญ","Dong Charoen",54
704,6612,"วชิรบารมี","Wachirabarami",54
705,6701,"เมืองเพชรบูรณ์","Mueang Phetchabun",55
706,6702,"ชนแดน","Chon Daen",55
707,6703,"หล่มสัก","Lom Sak",55
708,6704,"หล่มเก่า","Lom Kao",55
709,6705,"วิเชียรบุรี","Wichian Buri",55
710,6706,"ศรีเทพ","Si Thep",55
711,6707,"หนองไผ่","Nong Phai",55
712,6708,"บึงสามพัน","Bueng Sam Phan",55
713,6709,"น้ำหนาว","Nam Nao",55
714,6710,"วังโป่ง","Wang Pong",55
715,6711,"เขาค้อ","Khao kho",55
716,7001,"เมืองราชบุรี","Mueang Ratchaburi",56
717,7002,"จอมบึง","Chom Bueng",56
718,7003,"สวนผึ้ง","Suan Phueng",56
719,7004,"ดำเนินสะดวก","Damnoen Saduak",56
720,7005,"บ้านโป่ง","Ban Pong",56
721,7006,"บางแพ","Bang Phae",56
722,7007,"โพธาราม","Photharam",56
723,7008,"ปากท่อ","Pak Tho",56
724,7009,"วัดเพลง","Wat Phleng",56
725,7010,"บ้านคา","Ban Kha",56
726,7101,"เมืองกาญจนบุรี","Mueang Kanchanaburi",57
727,7102,"ไทรโยค","Sai Yok",57
728,7103,"บ่อพลอย","Bo Phloi",57
729,7104,"ศรีสวัสดิ์","Si Sawat",57
730,7105,"ท่ามะกา","Tha Maka",57
731,7106,"ท่าม่วง","Tha Muang",57
732,7107,"ทองผาภูมิ","Thong Pha Phum",57
733,7108,"สังขละบุรี","Sangkhla Buri",57
734,7109,"พนมทวน","Phanom Thuan",57
735,7110,"เลาขวัญ","Lao Khwan",57
736,7111,"ด่านมะขามเตี้ย","Dan Makham Tia",57
737,7112,"หนองปรือ","Nong Prue",57
738,7113,"ห้วยกระเจา","Huai Krachao",57
739,7201,"เมืองสุพรรณบุรี","Mueang Saphan Buri",58
740,7202,"เดิมบางนางบวช","Doem Bang Nang Buat",58
741,7203,"ด่านช้าง","Dan Chang",58
742,7204,"บางปลาม้า","Bang Pla Ma",58
743,7205,"ศรีประจันต์","Si Prachan",58
744,7206,"ดอนเจดีย์","Don Chedi",58
745,7207,"สองพี่น้อง","Song Phi Nong",58
746,7208,"สามชุก","Sam Chuk",58
747,7209,"อู่ทอง","U Thong",58
748,7210,"หนองหญ้าไซ","Nong Ya Sai",58
749,7301,"เมืองนครปฐม","mueang Nakhon Pathom",59
750,7302,"กำแพงแสน","Kamphaeng Saen",59
751,7303,"นครชัยศรี","Nakhon Chai Si",59
752,7304,"ดอนตูม","Don Tum",59
753,7305,"บางเลน","Bang Len",59
754,7306,"สามพราน","Sam Phran",59
755,7307,"พุทธมณฑล","Phutthamonthon",59
756,7401,"เมืองสมุทรสาคร","Mueang Samut Sakhon",60
757,7402,"กระทุ่มแบน","Krathum Baen",60
758,7403,"บ้านแพ้ว","Ban Phaeo",60
759,7501,"เมืองสมุทรสงคราม","Mueang Samut Songkhram",61
760,7502,"บางคนที","Bang Khonthi",61
761,7503,"อัมพวา","Amphawa",61
762,7601,"เมืองเพชรบุรี","Mueang Phetchaburi",62
763,7602,"เขาย้อย","Khao Yoi",62
764,7603,"หนองหญ้าปล้อง","Nong Ya Plong",62
765,7604,"ชะอำ","Cha-am",62
766,7605,"ท่ายาง","Tha Yang",62
767,7606,"บ้านลาด","Ban Lat",62
768,7607,"บ้านแหลม","Ban Laem",62
769,7608,"แก่งกระจาน","Kaeng Krachan",62
770,7701,"เมืองประจวบคีรีขันธ์","Mueang Prachuap Khiri Khan",63
771,7702,"กุยบุรี","Kui Buri",63
772,7703,"ทับสะแก","Thap Sakae",63
773,7704,"บางสะพาน","Bang Saphan",63
774,7705,"บางสะพานน้อย","Bang Saphan Noi",63
775,7706,"ปราณบุรี","Pran Buri",63
776,7707,"หัวหิน","Hua Hin",63
777,7708,"สามร้อยยอด","Sam Roi Yot",63
778,8001,"เมืองนครศรีธรรมราช","Mueang Nakhon Si Thammarat",64
779,8002,"พรหมคีรี","Phrom Khiri",64
780,8003,"ลานสกา","Lan Saka",64
781,8004,"ฉวาง","Chawang",64
782,8005,"พิปูน","Phipun",64
783,8006,"เชียรใหญ่","Chian Yai",64
784,8007,"ชะอวด","Cha-uat",64
785,8008,"ท่าศาลา","Tha Sala",64
786,8009,"ทุ่งสง","Thung Song",64
787,8010,"นาบอน","Na Bon",64
788,8011,"ทุ่งใหญ่","Thung Yai",64
789,8012,"ปากพนัง","Pak Phanang",64
790,8013,"ร่อนพิบูลย์","Ron Phibun",64
791,8014,"สิชล","Sichon",64
792,8015,"ขนอม","Khanom",64
793,8016,"หัวไทร","Hua Sai",64
794,8017,"บางขัน","Bang Khan",64
795,8018,"ถ้ำพรรณรา","Tham Phannara",64
796,8019,"จุฬาภรณ์","Chulabhorn",64
797,8020,"พระพรหม","Phra Phrom",64
798,8021,"นบพิตำ","Nopphitam",64
799,8022,"ช้างกลาง","Chang Klang",64
800,8023,"เฉลิมพระเกียรติ","Chaloem Phra Kiet",64
801,8101,"เมืองกระบี่","Mueang Krabi",65
802,8102,"เขาพนม","Khao Phanom",65
803,8103,"เกาะลันตา","Ko Lanta",65
804,8104,"คลองท่อม","Khlong Thom",65
805,8105,"อ่าวลึก","Ao Luek",65
806,8106,"ปลายพระยา","Plai Phraya",65
807,8107,"ลำทับ","Lam Thap",65
808,8108,"เหนือคลอง","Nuea Khlong",65
809,8201,"เมืองพังงา","Mueang Phang-nga",66
810,8202,"เกาะยาว","Ko Yao",66
811,8203,"กะปง","Kapong",66
812,8204,"ตะกั่วทุ่ง","Takua Thung",66
813,8205,"ตะกั่วป่า","Takua Pa",66
814,8206,"คุระบุรี","Khura Buri",66
815,8207,"ทับปุด","Thap Put",66
816,8208,"ท้ายเหมือง","Thai Mueang",66
817,8301,"เมืองภูเก็ต","Mueang Phuket",67
818,8302,"กะทู้","Kathu",67
819,8303,"ถลาง","Thalang",67
820,8401,"เมืองสุราษฎร์ธานี","Mueang Surat Thani",68
821,8402,"กาญจนดิษฐ์","Kanchanadit",68
822,8403,"ดอนสัก","Don Sak",68
823,8404,"เกาะสมุย","Ko Samui",68
824,8405,"เกาะพะงัน","Ko Pha-ngan",68
825,8406,"ไชยา","Chaiya",68
826,8407,"ท่าชนะ","Tha Chana",68
827,8408,"คีรีรัฐนิคม","Khiri Rat Nikhom",68
828,8409,"บ้านตาขุน","Ban Ta Khun",68
829,8410,"พนม","Phanom",68
830,8411,"ท่าฉาง","Tha Chang",68
831,8412,"บ้านนาสาร","Ban Na San",68
832,8413,"บ้านนาเดิม","Ban Na Doem",68
833,8414,"เคียนซา","Khian Sa",68
834,8415,"เวียงสระ","Wiang Sa",68
835,8416,"พระแสง","Phrasaeng",68
836,8417,"พุนพิน","Phunphin",68
837,8418,"ชัยบุรี","Chai Buri",68
838,8419,"วิภาวดี","Chai Buri",68
839,8501,"เมืองระนอง","Mueang Ranong",69
840,8502,"ละอุ่น","La-un",69
841,8503,"กะเปอร์","Papoe",69
842,8504,"กระบุรี","Kra Buri",69
843,8505,"สุขสำราญ","Suk Samran",69
844,8601,"เมืองชุมพร","Mueang Chumphon",70
845,8602,"ท่าแซะ","Tha Sae",70
846,8603,"ปะทิว","Pathio",70
847,8604,"หลังสวน","Lang Suan",70
848,8605,"ละแม","Lamae",70
849,8606,"พะโต๊ะ","Phato",70
850,8607,"สวี","Sawi",70
851,8608,"ทุ่งตะโก","Thung Tako",70
852,9001,"เมืองสงขลา","Muaeng Songkhla",71
853,9002,"สทิงพระ","Sathing Phra",71
854,9003,"จะนะ","Chana",71
855,9004,"นาทวี","Na Thawi",71
856,9005,"เทพา","Thepha",71
857,9006,"สะบ้าย้อย","Saba Yoi",71
858,9007,"ระโนด","Ranot",71
859,9008,"กระแสสินธุ์","Krasae Sin",71
860,9009,"รัตภูมิ","Rattaphum",71
861,9010,"สะเดา","Sadao",71
862,9011,"หาดใหญ่","Hat Yai",71
863,9012,"นาหม่อม","Na Mom",71
864,9013,"ควนเนียง","Khuan Niang",71
865,9014,"บางกล่ำ","Bang Klam",71
866,9015,"สิงหนคร","Singhanakhon",71
867,9016,"คลองหอยโข่ง","Khlong Hoi Khong",71
868,9101,"เมืองสตูล","Mueang Satun",72
869,9102,"ควนโดน","Khuan Don",72
870,9103,"ควนกาหลง","Khuan Kalong",72
871,9104,"ท่าแพ","Tha Phae",72
872,9105,"ละงู","La-ngu",72
873,9106,"ทุ่งหว้า","Thung  Wa",72
874,9107,"มะนัง","Manang",72
875,9201,"เมืองตรัง","Mueang Trang",73
876,9202,"กันตัง","Kantang",73
877,9203,"ย่านตาขาว","Yan Ta Khao",73
878,9204,"ปะเหลียน","Palian",73
879,9205,"สิเกา","Sikao",73
880,9206,"ห้วยยอด","Huai Yot",73
881,9207,"วังวิเศษ","Wang Wiset",73
882,9208,"นาโยง","Na Yong",73
883,9209,"รัษฎา","Ratsada",73
884,9210,"หาดสำราญ","Hat Samran",73
885,9301,"เมืองพัทลุง","Mueang Phatthalung",74
886,9302,"กงหรา","Kong Ra",74
887,9303,"เขาชัยสน","Khao Chaison",74
888,9304,"ตะโหมด","Tamot",74
889,9305,"ควนขนุน","Khuan Khanun",74
890,9306,"ปากพะยูน","Pak Phayun",74
891,9307,"ศรีบรรพต","Si Banphot",74
892,9308,"ป่าบอน","Pa Bon",74
893,9309,"บางแก้ว","Bang Kaeo",74
894,9310,"ป่าพยอม","Pa Phayom",74
895,9311,"ศรีนครินทร์","Srinagarindra",74
896,9401,"เมืองปัตตานี","Mueang Pattani",75
897,9402,"โคกโพธิ์","Khok Pho",75
898,9403,"หนองจิก","Nong Chik",75
899,9404,"ปะนาเระ","Panare",75
900,9405,"มายอ","Mayo",75
901,9406,"ทุ่งยางแดง","Thung Yang Daeng",75
902,9407,"สายบุรี","Sai Buri",75
903,9408,"ไม้แก่น","Mai Kaen",75
904,9409,"ยะหริ่ง","Yaring",75
905,9410,"ยะรัง","Yarang",75
906,9411,"กะพ้อ","Kapho",75
907,9412,"แม่ลาน","Mae Lan",75
908,9501,"เมืองยะลา","Mueang Yala",76
909,9502,"เบตง","Betong",76
910,9503,"บันนังสตา","Bannang Sata",76
911,9504,"ธารโต","Than To",76
912,9505,"ยะหา","Yaha",76
913,9506,"รามัน","Raman",76
914,9507,"กาบัง","Kabang",76
915,9508,"กรงปีนัง","Krong Pinang",76
916,9601,"เมืองนราธิวาส","Mueang Narathiwat",77
917,9602,"ตากใบ","Tak Bai",77
918,9603,"บาเจาะ","Tak Bai",77
919,9604,"ยี่งอ","Yi-ngo",77
920,9605,"ระแงะ","Ra-ngae",77
921,9606,"รือเสาะ","Rueso",77
922,9607,"ศรีสาคร","Si Sakhon",77
923,9608,"แว้ง","Waeng",77
924,9609,"สุคิริน","Sukhirin",77
925,9610,"สุไหงโก-ลก","Su-ngai Kolok",77
926,9611,"สุไหงปาดี","Su-ngai Padi",77
927,9612,"จะแนะ","Chanae",77
928,9613,"เจาะไอร้อง","Cho-airong",77
